"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs"
"867","40223",40223,"txn","","family","Palaeoryctidae",NA,40223,"family","Palaeoryctidae",57523,"",4783,"extinct",4
"868","253431",253431,"txn","","subfamily","Deltatheridiinae",NA,253431,"subfamily","Deltatheridiinae",40223,"",44033,"extinct",1
"869","39922",39922,"txn","","genus","Hyotheridium",NA,39922,"genus","Hyotheridium",253431,"",15701,"extinct",1
"870","137729",137729,"txn","","superfamily","Zalambdalestoidea",NA,137729,"superfamily","Zalambdalestoidea",182911,"",28807,"",55
"871","213235",213235,"txn","","family","Bobolestidae",NA,213235,"family","Bobolestidae",137729,"",14365,"extinct",4
"872","137731",137731,"txn","","genus","Bobolestes",NA,137731,"genus","Bobolestes",213235,"",38153,"extinct",4
"873","137733",137733,"txn","","species","Bobolestes zenge",NA,137733,"species","Bobolestes zenge",137731,"",38153,"extinct",2
"874","40215",40215,"txn","","family","Zalambdalestidae",NA,40215,"family","Zalambdalestidae",137729,"",15701,"extinct",45
"875","137749",137749,"txn","","genus","Alymlestes",NA,137749,"genus","Alymlestes",40215,"",28808,"extinct",2
"876","137750",137750,"txn","","species","Alymlestes kielanae",NA,137750,"species","Alymlestes kielanae",137749,"",28808,"extinct",1
"877","40216",40216,"txn","","genus","Barunlestes",NA,40216,"genus","Barunlestes",40215,"",7584,"extinct",8
"878","57289",57289,"txn","","species","Barunlestes butleri",NA,57289,"species","Barunlestes butleri",40216,"",10442,"extinct",4
"879","137973",137973,"txn","","genus","Kulbeckia",NA,137973,"genus","Kulbeckia",40215,"",18356,"extinct",11
"880","137977",137977,"txn","","species","Kulbeckia kulbecke",NA,137977,"species","Kulbeckia kulbecke",137973,"",18356,"extinct",5
"881","40217",40217,"txn","","genus","Zalambdalestes",NA,40217,"genus","Zalambdalestes",40215,"",15701,"extinct",18
"882","57350",57350,"txn","","species","Zalambdalestes grangeri",NA,57350,"species","Zalambdalestes grangeri",40217,"",38230,"extinct",1
"883","70459",70459,"txn","","species","Zalambdalestes lechei",NA,70459,"species","Zalambdalestes lechei",40217,"",15701,"extinct",6
"884","102837",102837,"txn","","genus","Zhangolestes",NA,102837,"genus","Zhangolestes",40215,"",24533,"extinct",2
"885","102838",102838,"txn","","species","Zhangolestes jilinensis",NA,102838,"species","Zhangolestes jilinensis",102837,"",24533,"extinct",1
"886","371279",371279,"txn","","genus","Zofialestes",NA,371279,"genus","Zofialestes",40215,"",65867,"extinct",2
"887","371280",371280,"txn","","species","Zofialestes longidens",NA,371280,"species","Zofialestes longidens",371279,"",65867,"extinct",1
"888","NF33",NA,"txn","","family","",NA,NA,"","",NA,"137729",NA,"",4
"889","94170",94170,"txn","","genus","Murtoilestes",NA,94170,"genus","Murtoilestes",137729,"NF33",39262,"extinct",4
"890","203457",213234,"txn","","species","Murtoilestes abramovi",NA,203457,"species","Murtoilestes abramovi",94170,"",38231,"extinct",2
"891","118857",118857,"txn","","family","Adapisoriculidae",NA,118857,"family","Adapisoriculidae",182911,"",26583,"extinct",13
"892","53991",53991,"txn","","genus","Deccanolestes",NA,53991,"genus","Deccanolestes",118857,"",7470,"extinct",13
"893","137961",137961,"txn","","species","Deccanolestes hislopi",NA,137961,"species","Deccanolestes hislopi",53991,"",9864,"extinct",2
"894","202470",202470,"txn","","species","Deccanolestes narmadensis",NA,202470,"species","Deccanolestes narmadensis",53991,"",37977,"extinct",1
"895","137962",137962,"txn","","species","Deccanolestes robustus",NA,137962,"species","Deccanolestes robustus",53991,"",9864,"extinct",2
"896","39926",39926,"txn","","family","Holoclemensiidae",NA,39926,"family","Holoclemensiidae",182911,"",7584,"extinct",11
"897","39927",39927,"txn","","genus","Holoclemensia",NA,39927,"genus","Holoclemensia",39926,"",7037,"extinct",11
"898","45173",47068,"txn","","species","Holoclemensia texana",NA,45173,"species","Holoclemensia texana",39927,"",3186,"extinct",5
"899","67569",67569,"txn","","family","Zhelestidae",NA,67569,"family","Zhelestidae",182911,"",7035,"extant",118
"900","255644",255644,"txn","","subfamily","Lainodontinae",NA,255644,"subfamily","Lainodontinae",67569,"",44341,"extinct",22
"901","196149",196149,"txn","","genus","Labes",NA,196149,"genus","Labes",255644,"",37147,"extinct",13
"902","196152",196152,"txn","","species","Labes garimondi",NA,196152,"species","Labes garimondi",196149,"",37147,"extinct",2
"903","196150",196150,"txn","","species","Labes quintanillensis",NA,196150,"species","Labes quintanillensis",196149,"",37147,"extinct",1
"904","53172",53172,"txn","","genus","Lainodon",NA,53172,"genus","Lainodon",255644,"",7914,"extinct",9
"905","53173",53173,"txn","","species","Lainodon orueetxebarriai",NA,53173,"species","Lainodon orueetxebarriai",53172,"",7914,"extinct",3
"906","255645",255645,"txn","","species","Lainodon ragei",NA,255645,"species","Lainodon ragei",53172,"",44341,"extinct",1
"907","40219",40219,"txn","","genus","Alostera",NA,40219,"genus","Alostera",67569,"",1535,"extinct",14
"908","43912",43912,"txn","","species","Alostera saskatchewanensis",NA,43912,"species","Alostera saskatchewanensis",40219,"",1535,"extinct",7
"909","137748",137748,"txn","","genus","Aspanlestes",NA,137748,"genus","Aspanlestes",67569,"",38153,"extinct",17
"910","137972",137972,"txn","","species","Aspanlestes aptap",NA,137972,"species","Aspanlestes aptap",137748,"",38153,"extinct",7
"911","213953",213953,"txn","","species","Ortalestes tostak",NA,213953,"species","Ortalestes tostak",137748,"",39261,"extinct",1
"912","40220",40220,"txn","","genus","Avitotherium",NA,40220,"genus","Avitotherium",67569,"",1208,"extinct",6
"913","44395",44395,"txn","","species","Avitotherium utahensis",NA,44395,"species","Avitotherium utahensis",40220,"",1208,"extinct",3
"914","434777",434777,"txn","","genus","Azilestes",NA,434777,"genus","Azilestes",67569,"",76065,"extinct",2
"915","434778",434778,"txn","","species","Azilestes ragei",NA,434778,"species","Azilestes ragei",434777,"",76065,"extinct",1
"916","217347",217347,"txn","","genus","Borisodon",NA,217347,"genus","Borisodon",67569,"",39841,"extinct",2
"917","137743",217349,"txn","","species","Borisodon kara",NA,137743,"species","Borisodon kara",217347,"",39841,"extinct",1
"918","137737",137737,"txn","","genus","Eozhelestes",NA,137737,"genus","Eozhelestes",67569,"",39261,"extinct",4
"919","137738",137738,"txn","","species","Eozhelestes mangit",NA,137738,"species","Eozhelestes mangit",137737,"",39261,"extinct",2
"920","40252",40252,"txn","","genus","Gallolestes",NA,40252,"genus","Gallolestes",67569,"",2231,"extinct",4
"921","46581",46581,"txn","","species","Gallolestes agujaensis",NA,46581,"species","Gallolestes agujaensis",40252,"",1211,"extinct",1
"922","46582",46582,"txn","","species","Gallolestes pachymandibularis",NA,46582,"species","Gallolestes pachymandibularis",40252,"",2231,"extinct",1
"923","331084",331084,"txn","","genus","Mistralestes",NA,331084,"genus","Mistralestes",67569,"",56875,"extinct",2
"924","331085",331085,"txn","","species","Mistralestes arcensis",NA,331085,"species","Mistralestes arcensis",331084,"",56875,"extinct",1
"925","137739",137739,"txn","","genus","Oxlestes",NA,137739,"genus","Oxlestes",67569,"",38127,"extinct",2
"926","137740",137740,"txn","","species","Oxlestes grandis",NA,137740,"species","Oxlestes grandis",137739,"",38127,"extinct",1
"927","183689",183689,"txn","","genus","Parazhelestes",NA,183689,"genus","Parazhelestes",67569,"",29530,"extinct",18
"928","137971",217348,"txn","","species","Parazhelestes mynbulakensis",NA,137971,"species","Parazhelestes mynbulakensis",183689,"",38131,"extinct",6
"929","213245",213245,"txn","","species","Parazhelestes robustus",NA,213245,"species","Parazhelestes robustus",183689,"",2649,"extinct",3
"930","137735",137735,"txn","","genus","Sheikhdzheilia",NA,137735,"genus","Sheikhdzheilia",67569,"",28807,"extinct",4
"931","137736",137736,"txn","","species","Sheikhdzheilia rezvyii",NA,137736,"species","Sheikhdzheilia rezvyii",137735,"",28807,"extinct",2
"932","137742",137742,"txn","","genus","Sorlestes",NA,137742,"genus","Sorlestes",67569,"",38153,"extinct",2
"933","213249",213249,"txn","","species","Sorlestes mifunensis",NA,213249,"species","Sorlestes mifunensis",137742,"",25253,"extinct",1
"934","64794",64794,"txn","","genus","Valentinella",NA,64794,"genus","Valentinella",67569,"",12831,"extinct",2
"935","64795",64795,"txn","","species","Valentinella vitrollense",NA,64795,"species","Valentinella vitrollense",64794,"",12831,"extinct",1
"936","249247",249247,"txn","","genus","Zhalmouzia",NA,249247,"genus","Zhalmouzia",67569,"",43363,"extinct",2
"937","249249",249249,"txn","","species","Zhalmouzia bazhanovi",NA,249249,"species","Zhalmouzia bazhanovi",249247,"",43363,"extinct",1
"938","137964",137964,"txn","","genus","Zhelestes",NA,137964,"genus","Zhelestes",67569,"",38153,"extant",9
"939","203027",203027,"txn","","species","Zhelestes temirkazyk",NA,203027,"species","Zhelestes temirkazyk",137964,"",38153,"extant",4
"940","NF34",NA,"txn","","family","",NA,NA,"","",NA,"182911",NA,"",59
"941","197846",197846,"txn","","genus","Acristatherium",NA,197846,"genus","Acristatherium",182911,"NF34",37388,"extinct",2
"942","197847",197847,"txn","","species","Acristatherium yanensis",NA,197847,"species","Acristatherium yanensis",197846,"",37388,"extinct",1
"943","371741",371741,"txn","","genus","Ambolestes",NA,371741,"genus","Ambolestes",182911,"NF34",65954,"extinct",2
"944","371742",371742,"txn","","species","Ambolestes zhoui",NA,371742,"species","Ambolestes zhoui",371741,"",65954,"extinct",1
"945","363075",363075,"txn","","genus","Durlstodon",NA,363075,"genus","Durlstodon",182911,"NF34",63767,"extinct",2
"946","363076",363076,"txn","","species","Durlstodon ensomi",NA,363076,"species","Durlstodon ensomi",363075,"",63767,"extinct",1
"947","363073",363073,"txn","","genus","Durlstotherium",NA,363073,"genus","Durlstotherium",182911,"NF34",63767,"extinct",2
"948","363074",363074,"txn","","species","Durlstotherium newmani",NA,363074,"species","Durlstotherium newmani",363073,"",63767,"extinct",1
"949","197364",197364,"txn","","genus","Endotherium",NA,197364,"genus","Endotherium",182911,"NF34",37299,"extinct",2
"950","197366",197366,"txn","","species","Endotherium niinomii",NA,197366,"species","Endotherium niinomii",197364,"",37299,"extinct",1
"951","67562",67562,"txn","","genus","Eomaia",NA,67562,"genus","Eomaia",182911,"NF34",6171,"extinct",2
"952","67563",67563,"txn","","species","Eomaia scansoria",NA,67563,"species","Eomaia scansoria",67562,"",6171,"extinct",1
"953","371030",371030,"txn","","genus","Hovurlestes",NA,371030,"genus","Hovurlestes",182911,"NF34",65785,"extinct",2
"954","371031",371031,"txn","","species","Hovurlestes noyon",NA,371031,"species","Hovurlestes noyon",371030,"",65785,"extinct",1
"955","461665",461665,"txn","","genus","Indoclemensia",NA,461665,"genus","Indoclemensia",182911,"NF34",82406,"extinct",4
"956","461667",461667,"txn","","species","Indoclemensia magnus",NA,461667,"species","Indoclemensia magnus",461665,"",82406,"extinct",1
"957","461666",461666,"txn","","species","Indoclemensia naskalensis",NA,461666,"species","Indoclemensia naskalensis",461665,"",82406,"extinct",1
"958","196927",196927,"txn","","genus","Juramaia",NA,196927,"genus","Juramaia",182911,"NF34",37210,"extinct",3
"959","196928",196928,"txn","","species","Juramaia sinensis",NA,196928,"species","Juramaia sinensis",196927,"",37210,"extinct",1
"960","39911",39911,"txn","","genus","Montanalestes",NA,39911,"genus","Montanalestes",182911,"NF34",1214,"extinct",2
"961","48802",48803,"txn","","species","Montanalestes keeblerorum",NA,48802,"species","Montanalestes keeblerorum",39911,"",1214,"extinct",1
"962","40347",40347,"txn","","genus","Paranyctoides",NA,40347,"genus","Paranyctoides",182911,"NF34",1519,"extinct",30
"963","49927",49927,"txn","","species","Paranyctoides maleficus",NA,49927,"species","Paranyctoides maleficus",40347,"",1527,"extinct",2
"964","202976",260766,"txn","","species","Paranyctoides quadrans",NA,202976,"species","Paranyctoides quadrans",40347,"",38127,"extinct",4
"965","49929",49929,"txn","","species","Paranyctoides sternbergi",NA,49929,"species","Paranyctoides sternbergi",40347,"",1519,"extinct",4
"966","209844",209844,"txn","","genus","Sahnitherium",NA,209844,"genus","Sahnitherium",182911,"NF34",38910,"extinct",2
"967","209845",209845,"txn","","species","Sahnitherium rangapurensis",NA,209845,"species","Sahnitherium rangapurensis",209844,"",38910,"extinct",1
"968","213928",213928,"txn","","genus","Sazlestes",NA,213928,"genus","Sazlestes",182911,"NF34",39261,"extinct",2
"969","213929",213929,"txn","","species","Sazlestes tis",NA,213929,"species","Sazlestes tis",213928,"",39261,"extinct",1
"970","91353",91353,"txn","","genus","Sinodelphys",NA,91353,"genus","Sinodelphys",182911,"NF34",19471,"extinct",2
"971","91354",91354,"txn","","species","Sinodelphys szalayi",NA,91354,"species","Sinodelphys szalayi",91353,"",19471,"extinct",1
"972","183662",39936,"txn","","subclass","Metatheria",NA,183662,"subclass","Metatheria",39860,"",32625,"extant",1358
"973","177399",177399,"txn","","unranked clade","Marsupialiformes",NA,177399,"unranked clade","Marsupialiformes",183662,"",35176,"extant",1232
"974","39937",309399,"txn","","unranked clade","Marsupialia",NA,39937,"unranked clade","Marsupialia",177399,"",18770,"extant",76
"975","67665",67665,"txn","","unranked clade","Ameridelphia",NA,67665,"unranked clade","Ameridelphia",39937,"",14365,"extant",2
"976","67664",67664,"txn","","order","Didelphimorphia",NA,67664,"order","Didelphimorphia",67665,"",14365,"extant",2
"977","39945",424223,"txn","","unranked clade","Didelphidae",NA,39945,"unranked clade","Didelphidae",67664,"",23420,"extant",2
"978","NF35",NA,"txn","","family","",NA,NA,"","",NA,"39945",NA,"",1
"979","487071",487072,"txn","","subfamily","Thlaeodontinae",NA,487071,"subfamily","Thlaeodontinae",39945,"NF35",24920,"extant",1
"980","209129",209129,"txn","","genus","Thlaeodon",NA,209129,"genus","Thlaeodon",487071,"",38879,"extinct",1
"981","58227",253241,"txn","","unranked clade","Herpetotheriidae",NA,58227,"unranked clade","Herpetotheriidae",39937,"",29504,"extinct",34
"982","NF36",NA,"txn","","family","",NA,NA,"","",NA,"58227",NA,"",34
"983","160063",160063,"txn","","genus","Nortedelphys",NA,160063,"genus","Nortedelphys",58227,"NF36",31410,"extinct",34
"984","43918",253246,"txn","","species","Nortedelphys jasoni",NA,43918,"species","Nortedelphys jasoni",160063,"",3310,"extinct",13
"985","160064",160064,"txn","","species","Nortedelphys magnus",NA,160064,"species","Nortedelphys magnus",160063,"",31410,"extinct",2
"986","160066",160066,"txn","","species","Nortedelphys minimus",NA,160066,"species","Nortedelphys minimus",160063,"",31410,"extinct",2
"987","96592",253242,"txn","","unranked clade","Peradectidae",NA,96592,"unranked clade","Peradectidae",39937,"",43994,"extinct",9
"988","NF37",NA,"txn","","family","",NA,NA,"","",NA,"96592",NA,"",2
"989","216652",216652,"txn","","genus","Maastrichtidelphys",NA,216652,"genus","Maastrichtidelphys",96592,"NF37",39709,"extinct",2
"990","216653",216653,"txn","","species","Maastrichtidelphys meurismeti",NA,216653,"species","Maastrichtidelphys meurismeti",216652,"",39709,"extinct",1
"991","NF38",NA,"txn","","family","",NA,NA,"","",NA,"39937",NA,"",3
"992","39938",39938,"txn","","genus","Adinodon",NA,39938,"genus","Adinodon",39937,"NF38",1827,"extinct",2
"993","43737",43737,"txn","","species","Adinodon pattersoni",NA,43737,"species","Adinodon pattersoni",39938,"",1827,"extinct",1
"994","195926",195926,"txn","IF","genus","Duquettichnus",NA,195926,"genus","Duquettichnus",39937,"NF38",37119,"extinct",1
"995","143609",143609,"txn","","suborder","Polydolopimorphia",NA,143609,"suborder","Polydolopimorphia",177399,"",29505,"extinct",61
"996","160061",160061,"txn","","suborder","Hatcheriformes",NA,160061,"suborder","Hatcheriformes",143609,"",31410,"extinct",8
"997","NF39",NA,"txn","","family","",NA,NA,"","",NA,"160061",NA,"",8
"998","39960",39960,"txn","","genus","Ectocentrocristus",NA,39960,"genus","Ectocentrocristus",160061,"NF39",2907,"extinct",6
"999","45964",45964,"txn","","species","Ectocentrocristus foxi",NA,45964,"species","Ectocentrocristus foxi",39960,"",2907,"extinct",3
"1000","143610",143610,"txn","","genus","Hatcheritherium",NA,143610,"genus","Hatcheritherium",160061,"NF39",31410,"extinct",2
"1001","160062",160062,"txn","","species","Hatcheritherium alpha",NA,160062,"species","Hatcheritherium alpha",143610,"",31410,"extinct",1
"1002","39997",39997,"txn","","family","Glasbiidae",NA,39997,"family","Glasbiidae",143609,"",1241,"extinct",53
"1003","39998",39998,"txn","","genus","Glasbius",NA,39998,"genus","Glasbius",39997,"",1241,"extinct",53
"1004","46652",46652,"txn","","species","Glasbius intricatus",NA,46652,"species","Glasbius intricatus",39998,"",1241,"extinct",4
"1005","428898",428898,"txn","","species","Glasbius piceanus",NA,428898,"species","Glasbius piceanus",39998,"",74392,"extinct",1
"1006","46653",46653,"txn","","species","Glasbius twitchelli",NA,46653,"species","Glasbius twitchelli",39998,"",960,"extinct",20
"1007","103956",103956,"txn","","superfamily","Pediomyoidea",NA,103956,"superfamily","Pediomyoidea",177399,"",24660,"extant",404
"1008","103965",103965,"txn","","family","Aquiladelphidae",NA,103965,"family","Aquiladelphidae",103956,"",24660,"extinct",26
"1009","40000",40000,"txn","","genus","Aquiladelphis",NA,40000,"genus","Aquiladelphis",103965,"",1511,"extinct",22
"1010","428892",428892,"txn","","species","Aquiladelphis analetris",NA,428892,"species","Aquiladelphis analetris",40000,"",74392,"extinct",1
"1011","44201",44201,"txn","","species","Aquiladelphis incus",NA,44201,"species","Aquiladelphis incus",40000,"",1511,"extinct",4
"1012","82050",82050,"txn","","species","Aquiladelphis laurae",NA,82050,"species","Aquiladelphis laurae",40000,"",17864,"extinct",1
"1013","44202",44202,"txn","","species","Aquiladelphis minor",NA,44202,"species","Aquiladelphis minor",40000,"",1511,"extinct",5
"1014","433381",433381,"txn","","genus","Scalaridelphys",NA,433381,"genus","Scalaridelphys",103965,"",75632,"extinct",4
"1015","428897",433382,"txn","","species","Scalaridelphys aquilana",NA,428897,"species","Scalaridelphys aquilana",433381,"",74392,"extinct",1
"1016","428895",433383,"txn","","species","Scalaridelphys martini",NA,428895,"species","Scalaridelphys martini",433381,"",74392,"extinct",1
"1017","209133",39999,"txn","","family","Pediomyidae",NA,209133,"family","Pediomyidae",103956,"",38880,"extant",372
"1018","39941",39941,"txn","","genus","Iqualadelphis",NA,39941,"genus","Iqualadelphis",209133,"",1533,"extinct",9
"1019","47365",47365,"txn","","species","Iqualadelphis lactea",NA,47365,"species","Iqualadelphis lactea",39941,"",1533,"extinct",4
"1020","103961",103961,"txn","","genus","Leptalestes",NA,103961,"genus","Leptalestes",209133,"",24660,"extinct",106
"1021","50062",103964,"txn","","species","Leptalestes cooki",NA,50062,"species","Leptalestes cooki",103961,"",1241,"extinct",21
"1022","50068",103962,"txn","","species","Leptalestes krejcii",NA,50068,"species","Leptalestes krejcii",103961,"",1241,"extinct",23
"1023","50069",103963,"txn","","species","Leptalestes prokrejcii",NA,50069,"species","Leptalestes prokrejcii",103961,"",1518,"extinct",6
"1024","168382",168382,"txn","","species","Leptalestes toevsi",NA,168382,"species","Leptalestes toevsi",103961,"",32794,"extinct",1
"1025","40001",40001,"txn","","genus","Pediomys",NA,40001,"genus","Pediomys",209133,"",9094,"extinct",75
"1026","50063",50063,"txn","","species","Pediomys elegans",NA,50063,"species","Pediomys elegans",40001,"",9094,"extinct",35
"1027","51057",51057,"txn","","genus","Protolambda",NA,51057,"genus","Protolambda",209133,"",1241,"extinct",152
"1028","50061",426040,"txn","","species","Protolambda clemensi",NA,50061,"species","Protolambda clemensi",51057,"",3008,"extinct",6
"1029","50066",426041,"txn","","species","Protolambda florencae",NA,50066,"species","Protolambda florencae",51057,"",1241,"extinct",31
"1030","51058",51058,"txn","","species","Protolambda hatcheri",NA,51058,"species","Protolambda hatcheri",51057,"",1241,"extinct",38
"1031","348240",348240,"txn","","species","Protolambda mcgilli",NA,348240,"species","Protolambda mcgilli",51057,"",61095,"extinct",1
"1032","381652",381652,"txn","","genus","Unnuakomys",NA,381652,"genus","Unnuakomys",209133,"",67971,"extinct",2
"1033","381653",381653,"txn","","species","Unnuakomys hutchisoni",NA,381653,"species","Unnuakomys hutchisoni",381652,"",67971,"extinct",1
"1034","NF41",NA,"txn","","family","",NA,NA,"","",NA,"103956",NA,"",6
"1035","103954",103954,"txn","","genus","Apistodon",NA,103954,"genus","Apistodon",103956,"NF41",24660,"extinct",6
"1036","50064",103955,"txn","","species","Apistodon exiguus",NA,50064,"species","Apistodon exiguus",103954,"",1511,"extinct",3
"1037","67663",67663,"txn","","family","Alphadontidae",NA,67663,"family","Alphadontidae",177399,"",14365,"extinct",380
"1038","39946",39946,"txn","","genus","Albertatherium",NA,39946,"genus","Albertatherium",67663,"",1511,"extinct",11
"1039","43849",43849,"txn","","species","Albertatherium primus",NA,43849,"species","Albertatherium primus",39946,"",1511,"extinct",4
"1040","183692",183692,"txn","","species","Albertatherium secundus",NA,183692,"species","Albertatherium secundus",39946,"",2034,"extinct",1
"1041","39947",39947,"txn","","genus","Alphadon",NA,39947,"genus","Alphadon",67663,"",38880,"extinct",184
"1042","43913",43913,"txn","","species","Alphadon attaragos",NA,43913,"species","Alphadon attaragos",39947,"",2237,"extinct",6
"1043","43916",43916,"txn","","species","Alphadon eatoni",NA,43916,"species","Alphadon eatoni",39947,"",1217,"extinct",1
"1044","43917",43917,"txn","","species","Alphadon halleyi",NA,43917,"species","Alphadon halleyi",39947,"",3008,"extinct",27
"1045","43921",43921,"txn","","species","Alphadon marshi",NA,43921,"species","Alphadon marshi",39947,"",38880,"extinct",30
"1046","43923",43923,"txn","","species","Alphadon perexiguus",NA,43923,"species","Alphadon perexiguus",39947,"",1211,"extinct",1
"1047","43927",43927,"txn","","species","Alphadon sahnii",NA,43927,"species","Alphadon sahnii",39947,"",2237,"extinct",6
"1048","43928",43928,"txn","","species","Alphadon wilsoni",NA,43928,"species","Alphadon wilsoni",39947,"",2229,"extinct",3
"1049","253247",253247,"txn","","genus","Eoalphadon",NA,253247,"genus","Eoalphadon",67663,"",43999,"extinct",18
"1050","43914",253259,"txn","","species","Eoalphadon clemensi",NA,43914,"species","Eoalphadon clemensi",253247,"",1407,"extinct",4
"1051","43919",253260,"txn","","species","Eoalphadon lillegraveni",NA,43919,"species","Eoalphadon lillegraveni",253247,"",1407,"extinct",2
"1052","253261",253261,"txn","","species","Eoalphadon woodburnei",NA,253261,"species","Eoalphadon woodburnei",253247,"",43999,"extinct",2
"1053","39994",39994,"txn","","genus","Turgidodon",NA,39994,"genus","Turgidodon",67663,"",1205,"extinct",127
"1054","52536",52536,"txn","","species","Turgidodon lillegraveni",NA,52536,"species","Turgidodon lillegraveni",39994,"",1205,"extinct",3
"1055","52537",52537,"txn","","species","Turgidodon madseni",NA,52537,"species","Turgidodon madseni",39994,"",1205,"extinct",2
"1056","52539",52539,"txn","","species","Turgidodon petiminis",NA,52539,"species","Turgidodon petiminis",39994,"",3310,"extinct",1
"1057","45569",52540,"txn","","species","Turgidodon praesagus",NA,45569,"species","Turgidodon praesagus",39994,"",2994,"extinct",11
"1058","43925",52541,"txn","","species","Turgidodon rhaister",NA,43925,"species","Turgidodon rhaister",39994,"",1241,"extinct",18
"1059","43926",52542,"txn","","species","Turgidodon russelli",NA,43926,"species","Turgidodon russelli",39994,"",1517,"extinct",26
"1060","39995",39995,"txn","","genus","Varalphadon",NA,39995,"genus","Varalphadon",67663,"",2036,"extinct",25
"1061","43915",52629,"txn","","species","Varalphadon creber",NA,43915,"species","Varalphadon creber",39995,"",1511,"extinct",3
"1062","50930",52630,"txn","","species","Varalphadon crebreforme",NA,50930,"species","Varalphadon crebreforme",39995,"",1206,"extinct",2
"1063","363918",363918,"txn","","species","Varalphadon janetae",NA,363918,"species","Varalphadon janetae",39995,"",64003,"extinct",2
"1064","50933",52631,"txn","","species","Varalphadon wahweapensis",NA,50933,"species","Varalphadon wahweapensis",39995,"",1205,"extinct",4
"1065","40004",40004,"txn","","family","Stagodontidae",NA,40004,"family","Stagodontidae",177399,"",7584,"extinct",218
"1066","40007",40007,"txn","","genus","Didelphodon",NA,40007,"genus","Didelphodon",40004,"",9094,"extinct",173
"1067","45707",45707,"txn","","species","Didelphodon coyi",NA,45707,"species","Didelphodon coyi",40007,"",1540,"extinct",4
"1068","45711",45711,"txn","","species","Didelphodon vorax",NA,45711,"species","Didelphodon vorax",40007,"",1241,"extinct",72
"1069","45977",45977,"txn","","species","Ectoconodon montanensis",NA,45977,"species","Ectoconodon montanensis",40007,"",38233,"extinct",1
"1070","40008",40008,"txn","","genus","Eodelphis",NA,40008,"genus","Eodelphis",40004,"",51116,"extinct",30
"1071","46139",46139,"txn","","species","Eodelphis browni",NA,46139,"species","Eodelphis browni",40008,"",51116,"extinct",3
"1072","45114",46140,"txn","","species","Eodelphis cutleri",NA,45114,"species","Eodelphis cutleri",40008,"",55029,"extinct",4
"1073","370348",370348,"txn","","genus","Fumodelphodon",NA,370348,"genus","Fumodelphodon",40004,"",65688,"extinct",2
"1074","370351",370351,"txn","","species","Fumodelphodon pulveris",NA,370351,"species","Fumodelphodon pulveris",370348,"",65688,"extinct",1
"1075","370352",370352,"txn","","genus","Hoodootherium",NA,370352,"genus","Hoodootherium",40004,"",65688,"extinct",2
"1076","370353",370353,"txn","","species","Hoodootherium praeceps",NA,370353,"species","Hoodootherium praeceps",370352,"",65688,"extinct",1
"1077","40009",40009,"txn","","genus","Pariadens",NA,40009,"genus","Pariadens",40004,"",1218,"extinct",8
"1078","49997",49997,"txn","","species","Pariadens kirklandi",NA,49997,"species","Pariadens kirklandi",40009,"",1218,"extinct",3
"1079","216468",216468,"txn","","species","Pariadens mckennai",NA,216468,"species","Pariadens mckennai",40009,"",39671,"extinct",1
"1080","NF42",NA,"txn","","family","",NA,NA,"","",NA,"177399",NA,"",92
"1081","216464",216464,"txn","","genus","Adelodelphys",NA,216464,"genus","Adelodelphys",177399,"NF42",39671,"extinct",8
"1082","216465",216465,"txn","","species","Adelodelphys muizoni",NA,216465,"species","Adelodelphys muizoni",216464,"",39671,"extinct",4
"1083","39940",39940,"txn","","genus","Anchistodelphys",NA,39940,"genus","Anchistodelphys",177399,"NF42",1206,"extinct",9
"1084","44039",44039,"txn","","species","Anchistodelphys archibaldi",NA,44039,"species","Anchistodelphys archibaldi",39940,"",1206,"extinct",3
"1085","44040",44040,"txn","","species","Anchistodelphys delicatus",NA,44040,"species","Anchistodelphys delicatus",39940,"",1207,"extinct",1
"1086","177398",177398,"txn","","genus","Arcantiodelphys",NA,177398,"genus","Arcantiodelphys",177399,"NF42",35176,"extinct",2
"1087","177400",177400,"txn","","species","Arcantiodelphys marchandi",NA,177400,"species","Arcantiodelphys marchandi",177398,"",35176,"extinct",1
"1088","183887",183887,"txn","","genus","Asiatherium",NA,183887,"genus","Asiatherium",177399,"NF42",35944,"extinct",2
"1089","183890",183890,"txn","","species","Asiatherium reshetovi",NA,183890,"species","Asiatherium reshetovi",183887,"",35944,"extinct",1
"1090","39950",39950,"txn","","genus","Bistius",NA,39950,"genus","Bistius",177399,"NF42",1246,"extinct",2
"1091","44535",44535,"txn","","species","Bistius bondi",NA,44535,"species","Bistius bondi",39950,"",1246,"extinct",1
"1092","39908",39908,"txn","","genus","Dakotadens",NA,39908,"genus","Dakotadens",177399,"NF42",1407,"extinct",19
"1093","45521",45521,"txn","","species","Dakotadens morrowi",NA,45521,"species","Dakotadens morrowi",39908,"",1407,"extinct",3
"1094","346645",346645,"txn","","species","Dakotadens pertritus",NA,346645,"species","Dakotadens pertritus",39908,"",60386,"extinct",6
"1095","39942",39942,"txn","","genus","Iugomortiferum",NA,39942,"genus","Iugomortiferum",177399,"NF42",1206,"extinct",5
