"","orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","container_no","reference_no","is_extant","n_occs"
"1","39168",95363,"txn","B","infraorder","Cynodontia",NA,39168,"infraorder","Cynodontia",38935,"",16227,"extant",6323
"2","67366",67366,"txn","","unranked clade","Epicynodontia",NA,67366,"unranked clade","Epicynodontia",39168,"",23378,"extant",469
"3","361931",361931,"txn","","infraorder","Cynognathia",NA,361931,"infraorder","Cynognathia",67366,"",63559,"extinct",266
"4","171945",172479,"txn","","unranked clade","Gomphodontia",NA,171945,"unranked clade","Gomphodontia",361931,"",34025,"extinct",234
"5","39188",39188,"txn","","family","Diademodontidae",NA,39188,"family","Diademodontidae",171945,"",4783,"extinct",4
"6","39190",39190,"txn","","genus","Titanogomphodon",NA,39190,"genus","Titanogomphodon",39188,"",34203,"extinct",2
"7","172544",172544,"txn","","species","Titanogomphodon crassus",NA,172544,"species","Titanogomphodon crassus",39190,"",34203,"extinct",1
"8","39195",39195,"txn","","family","Traversodontidae",NA,39195,"family","Traversodontidae",171945,"",4783,"extinct",146
"9","117956",117956,"txn","","subfamily","Gomphodontosuchinae",NA,117956,"subfamily","Gomphodontosuchinae",39195,"",26508,"extinct",5
"10","39207",39207,"txn","","genus","Gomphodontosuchus",NA,39207,"genus","Gomphodontosuchus",117956,"",4783,"extinct",3
"11","100826",100826,"txn","","species","Gomphodontosuchus brasiliensis",NA,100826,"species","Gomphodontosuchus brasiliensis",39207,"",24388,"extinct",1
"12","265899",265899,"txn","","subfamily","Sinognathinae",NA,265899,"subfamily","Sinognathinae",39195,"",46432,"extinct",4
"13","265900",265900,"txn","","genus","Beishanodon",NA,265900,"genus","Beishanodon",265899,"",46432,"extinct",2
"14","265901",265901,"txn","","species","Beishanodon youngi",NA,265901,"species","Beishanodon youngi",265900,"",46432,"extinct",1
"15","39193",39193,"txn","","genus","Sinognathus",NA,39193,"genus","Sinognathus",265899,"",46431,"extinct",2
"16","265894",265894,"txn","","species","Sinognathus gracilis",NA,265894,"species","Sinognathus gracilis",39193,"",46431,"extinct",1
"17","117955",117955,"txn","","subfamily","Traversodontinae",NA,117955,"subfamily","Traversodontinae",39195,"",26508,"extinct",6
"18","39206",39206,"txn","","genus","Traversodon",NA,39206,"genus","Traversodon",117955,"",24667,"extinct",6
"19","100828",100828,"txn","","species","Traversodon stahleckeri",NA,100828,"species","Traversodon stahleckeri",39206,"",24667,"extinct",3
"20","39196",39196,"txn","","genus","Andescynodon",NA,39196,"genus","Andescynodon",39195,"",13920,"extinct",6
"21","66674",66674,"txn","","species","Andescynodon mendozensis",NA,66674,"species","Andescynodon mendozensis",39196,"",13920,"extinct",3
"22","146587",146587,"txn","","genus","Arctotraversodon",NA,146587,"genus","Arctotraversodon",39195,"",29895,"extinct",4
"23","146586",146588,"txn","","species","Arctotraversodon plemmyridon",NA,146586,"species","Arctotraversodon plemmyridon",146587,"",29895,"extinct",2
"24","167265",167265,"txn","","genus","Dadadon",NA,167265,"genus","Dadadon",39195,"",32680,"extinct",4
"25","167266",167266,"txn","","species","Dadadon isaloi",NA,167266,"species","Dadadon isaloi",167265,"",32680,"extinct",2
"26","426818",426818,"txn","","genus","Etjoia",NA,426818,"genus","Etjoia",39195,"",73870,"extinct",2
"27","426820",426820,"txn","","species","Etjoia dentitransitus",NA,426820,"species","Etjoia dentitransitus",426818,"",73870,"extinct",1
"28","39200",39200,"txn","","genus","Exaeretodon",NA,39200,"genus","Exaeretodon",39195,"",4783,"extinct",19
"29","376276",376276,"txn","","species","Exaeretodon argentinus",NA,376276,"species","Exaeretodon argentinus",39200,"",66773,"extinct",2
"30","100829",117948,"txn","","species","Exaeretodon major",NA,100829,"species","Exaeretodon major",39200,"",24667,"extinct",2
"31","333700",333700,"txn","","species","Exaeretodon riograndensis",NA,333700,"species","Exaeretodon riograndensis",39200,"",57411,"extinct",3
"32","171984",171984,"txn","","species","Exaeretodon statisticae",NA,171984,"species","Exaeretodon statisticae",39200,"",34032,"extinct",1
"33","94329",94329,"txn","","genus","Habayia",NA,94329,"genus","Habayia",39195,"",19880,"extinct",2
"34","94330",94330,"txn","","species","Habayia halbardieri",NA,94330,"species","Habayia halbardieri",94329,"",19880,"extinct",1
"35","39202",39202,"txn","","genus","Luangwa",NA,39202,"genus","Luangwa",39195,"",34183,"extinct",8
"36","172477",172477,"txn","","species","Luangwa drysdalli",NA,172477,"species","Luangwa drysdalli",39202,"",34183,"extinct",1
"37","180407",180407,"txn","","species","Luangwa sudamericana",NA,180407,"species","Luangwa sudamericana",39202,"",35589,"extinct",2
"38","302109",302109,"txn","","genus","Mandagomphodon",NA,302109,"genus","Mandagomphodon",39195,"",52174,"extinct",2
"39","302110",302113,"txn","","species","Mandagomphodon hirschsoni",NA,302110,"species","Mandagomphodon hirschsoni",302109,"",52175,"extinct",1
"40","39203",39203,"txn","","genus","Massetognathus",NA,39203,"genus","Massetognathus",39195,"",17303,"extinct",22
"41","117947",117947,"txn","","species","Massetognathus ochagaviae",NA,117947,"species","Massetognathus ochagaviae",39203,"",26508,"extinct",3
"42","80893",80893,"txn","","species","Massetognathus pascuali",NA,80893,"species","Massetognathus pascuali",39203,"",17303,"extinct",7
"43","376324",376324,"txn","","genus","Maubeugia",NA,376324,"genus","Maubeugia",39195,"",66786,"extinct",2
"44","376325",376325,"txn","","species","Maubeugia lotharingica",NA,376325,"species","Maubeugia lotharingica",376324,"",66786,"extinct",1
"45","167261",167261,"txn","","genus","Menadon",NA,167261,"genus","Menadon",39195,"",32680,"extinct",8
"46","167263",167263,"txn","","species","Menadon besairiei",NA,167263,"species","Menadon besairiei",167261,"",32680,"extinct",4
"47","194988",194988,"txn","","genus","Microscalenodon",NA,194988,"genus","Microscalenodon",39195,"",37039,"extinct",3
"48","194989",194989,"txn","","species","Microscalenodon nanus",NA,194989,"species","Microscalenodon nanus",194988,"",37039,"extinct",1
"49","172447",172447,"txn","","genus","Nanogomphodon",NA,172447,"genus","Nanogomphodon",39195,"",34174,"extinct",2
"50","172448",172448,"txn","","species","Nanogomphodon wildi",NA,172448,"species","Nanogomphodon wildi",172447,"",34174,"extinct",1
"51","482573",482573,"txn","","genus","Paratraversodon",NA,482573,"genus","Paratraversodon",39195,"",87423,"extinct",2
"52","482574",482574,"txn","","species","Paratraversodon franciscaensis",NA,482574,"species","Paratraversodon franciscaensis",482573,"",87423,"extinct",1
"53","39197",39197,"txn","","genus","Pascualgnathus",NA,39197,"genus","Pascualgnathus",39195,"",35203,"extinct",2
"54","117951",117951,"txn","","species","Pascualgnathus polanskii",NA,117951,"species","Pascualgnathus polanskii",39197,"",35203,"extinct",1
"55","146577",146577,"txn","","genus","Plinthogomphodon",NA,146577,"genus","Plinthogomphodon",39195,"",29892,"extinct",2
"56","146578",146578,"txn","","species","Plinthogomphodon herpetairus",NA,146578,"species","Plinthogomphodon herpetairus",146577,"",29892,"extinct",1
"57","172338",172338,"txn","","genus","Protuberum",NA,172338,"genus","Protuberum",39195,"",34131,"extinct",4
"58","172339",172339,"txn","","species","Protuberum cabralensis",NA,172339,"species","Protuberum cabralensis",172338,"",34131,"extinct",2
"59","376326",376326,"txn","","genus","Rosieria",NA,376326,"genus","Rosieria",39195,"",66786,"extinct",3
"60","376327",376327,"txn","","species","Rosieria delsatei",NA,376327,"species","Rosieria delsatei",376326,"",66786,"extinct",1
"61","330111",330111,"txn","","genus","Ruberodon",NA,330111,"genus","Ruberodon",39195,"",56630,"extinct",2
"62","330112",330112,"txn","","species","Ruberodon roychowdhurii",NA,330112,"species","Ruberodon roychowdhurii",330111,"",56630,"extinct",1
"63","171912",171912,"txn","","genus","Santacruzodon",NA,171912,"genus","Santacruzodon",39195,"",34013,"extinct",2
"64","171913",171913,"txn","","species","Santacruzodon hopsoni",NA,171913,"species","Santacruzodon hopsoni",171912,"",34013,"extinct",1
"65","39204",39204,"txn","","genus","Scalenodon",NA,39204,"genus","Scalenodon",39195,"",35221,"extinct",11
"66","177678",177679,"txn","","species","Scalenodon angustifrons",NA,177678,"species","Scalenodon angustifrons",39204,"",52176,"extinct",2
"67","302111",302111,"txn","","species","Scalenodon attridgei",NA,302111,"species","Scalenodon attridgei",39204,"",52175,"extinct",1
"68","302112",302112,"txn","","species","Scalenodon charigi",NA,302112,"species","Scalenodon charigi",39204,"",52175,"extinct",1
"69","371616",371616,"txn","","species","Scalenodon ribeiroae",NA,371616,"species","Scalenodon ribeiroae",39204,"",65915,"extinct",1
"70","39205",39205,"txn","","genus","Scalenodontoides",NA,39205,"genus","Scalenodontoides",39195,"",35306,"extinct",6
"71","178335",178335,"txn","","species","Scalenodontoides macrodontes",NA,178335,"species","Scalenodontoides macrodontes",39205,"",35306,"extinct",3
"72","377472",377472,"txn","","genus","Siriusgnathus",NA,377472,"genus","Siriusgnathus",39195,"",66984,"extinct",6
"73","377473",377473,"txn","","species","Siriusgnathus niemeyerorum",NA,377473,"species","Siriusgnathus niemeyerorum",377472,"",66984,"extinct",3
"74","39191",39191,"txn","","family","Trirachodontidae",NA,39191,"family","Trirachodontidae",171945,"",4783,"extinct",49
"75","39192",39192,"txn","","genus","Cricodon",NA,39192,"genus","Cricodon",39191,"",35221,"extinct",14
"76","56886",368659,"txn","","species","Cricodon kannemeyeri",NA,56886,"species","Cricodon kannemeyeri",39192,"",65370,"extinct",1
"77","177670",177670,"txn","","species","Cricodon metabolus",NA,177670,"species","Cricodon metabolus",39192,"",35221,"extinct",6
"78","171943",171943,"txn","","genus","Langbergia",NA,171943,"genus","Langbergia",39191,"",34025,"extinct",20
"79","171944",171944,"txn","","species","Langbergia modisei",NA,171944,"species","Langbergia modisei",171943,"",34025,"extinct",10
"80","347489",347489,"txn","","genus","Redondagnathus",NA,347489,"genus","Redondagnathus",39191,"",60778,"extinct",2
"81","347490",347490,"txn","","species","Redondagnathus hunti",NA,347490,"species","Redondagnathus hunti",347489,"",60778,"extinct",1
"82","39194",39194,"txn","","genus","Trirachodon",NA,39194,"genus","Trirachodon",39191,"",9934,"extinct",13
"83","56887",56887,"txn","","species","Trirachodon berryi",NA,56887,"species","Trirachodon berryi",39194,"",9934,"extinct",4
"84","56888",56888,"txn","","species","Trirachodon minor",NA,56888,"species","Trirachodon minor",39194,"",31995,"extinct",1
"85","NF1",NA,"txn","","family","",NA,NA,"","",NA,"171945",NA,"",35
"86","57567",57567,"txn","","genus","Boreogomphodon",NA,57567,"genus","Boreogomphodon",171945,"NF1",10574,"extinct",5
"87","57568",57568,"txn","","species","Boreogomphodon jeffersoni",NA,57568,"species","Boreogomphodon jeffersoni",57567,"",10574,"extinct",2
"88","39189",39189,"txn","","genus","Diademodon",NA,39189,"genus","Diademodon",171945,"NF1",4783,"extinct",28
"89","433517",433517,"txn","","species","Diademodon browni",NA,433517,"species","Diademodon browni",39189,"",75722,"extinct",1
"90","171986",171986,"txn","","species","Diademodon tetragonus",NA,171986,"species","Diademodon tetragonus",39189,"",34035,"extinct",7
"91","343186",343186,"txn","","species","Protacmon reubsameni",NA,343186,"species","Protacmon reubsameni",39189,"",59469,"extinct",1
"92","462285",462285,"txn","","genus","Impidens",NA,462285,"genus","Impidens",171945,"NF1",82815,"extinct",2
"93","462286",462286,"txn","","species","Impidens hancoxi",NA,462286,"species","Impidens hancoxi",462285,"",82815,"extinct",1
"94","NF2",NA,"txn","","family","",NA,NA,"","",NA,"361931",NA,"",32
"95","39186",39186,"txn","","genus","Cynognathus",NA,39186,"genus","Cynognathus",361931,"NF2",35217,"extinct",32
"96","56878",56878,"txn","","species","Cynognathus crateronotus",NA,56878,"species","Cynognathus crateronotus",39186,"",35217,"extinct",13
"97","39183",39183,"txn","","infraorder","Eucynodontia",NA,39183,"infraorder","Eucynodontia",67366,"",32725,"extant",120
"98","67452",67452,"txn","","unranked clade","Probainognathia",NA,67452,"unranked clade","Probainognathia",39183,"",23380,"extant",82
"99","174514",174516,"txn","","unranked clade","Ictidosauria",NA,174514,"unranked clade","Ictidosauria",67452,"",34664,"extinct",1
"100","333719",333719,"txn","","unranked clade","Prozostrodontia",NA,333719,"unranked clade","Prozostrodontia",67452,"",57417,"extinct",11
"101","NF3",NA,"txn","","family","",NA,NA,"","",NA,"333719",NA,"",10
"102","371884",371884,"txn","","genus","Alemoatherium",NA,371884,"genus","Alemoatherium",333719,"NF3",66008,"extinct",2
"103","371885",371885,"txn","","species","Alemoatherium huebneri",NA,371885,"species","Alemoatherium huebneri",371884,"",66008,"extinct",1
"104","333718",333718,"txn","","genus","Botucaraitherium",NA,333718,"genus","Botucaraitherium",333719,"NF3",57417,"extinct",2
"105","333720",333720,"txn","","species","Botucaraitherium belarminoi",NA,333720,"species","Botucaraitherium belarminoi",333718,"",57417,"extinct",1
"106","172332",172332,"txn","","genus","Prozostrodon",NA,172332,"genus","Prozostrodon",333719,"NF3",57418,"extinct",4
"107","172331",172333,"txn","","species","Prozostrodon brasiliensis",NA,172331,"species","Prozostrodon brasiliensis",172332,"",34120,"extinct",2
"108","39228",39228,"txn","","genus","Therioherpeton",NA,39228,"genus","Therioherpeton",333719,"NF3",4783,"extinct",2
"109","95407",95407,"txn","","species","Therioherpeton cargnini",NA,95407,"species","Therioherpeton cargnini",39228,"",23375,"extinct",1
"110","39220",39220,"txn","","family","Chiniquodontidae",NA,39220,"family","Chiniquodontidae",67452,"",24593,"extinct",41
"111","482570",482570,"txn","","unranked clade","Aleodontinae",NA,482570,"unranked clade","Aleodontinae",39220,"",87422,"extinct",2
"112","NF4",NA,"txn","","family","",NA,NA,"","",NA,"482570",NA,"",2
"113","482571",482571,"txn","","genus","Riojanodon",NA,482571,"genus","Riojanodon",482570,"NF4",87422,"extinct",2
"114","482572",482572,"txn","","species","Riojanodon nenoi",NA,482572,"species","Riojanodon nenoi",482571,"",87422,"extinct",1
"115","39222",39222,"txn","","genus","Chiniquodon",NA,39222,"genus","Chiniquodon",39220,"",24667,"extinct",31
"116","173530",173530,"txn","","species","Chiniquodon kalanoro",NA,173530,"species","Chiniquodon kalanoro",39222,"",34461,"extinct",1
"117","177686",177696,"txn","","species","Chiniquodon sanjuanensis",NA,177686,"species","Chiniquodon sanjuanensis",39222,"",35222,"extinct",1
"118","100823",100823,"txn","","species","Chiniquodon theotonicus",NA,100823,"species","Chiniquodon theotonicus",39222,"",24667,"extinct",11
"119","330720",330720,"txn","","genus","Deccanodon",NA,330720,"genus","Deccanodon",39220,"",56789,"extinct",2
"120","330721",330721,"txn","","species","Deccanodon maleriensis",NA,330721,"species","Deccanodon maleriensis",330720,"",56789,"extinct",1
"121","194980",194980,"txn","","genus","Lepagia",NA,194980,"genus","Lepagia",39220,"",37036,"extinct",6
"122","194981",194981,"txn","","species","Lepagia gaumensis",NA,194981,"species","Lepagia gaumensis",194980,"",37036,"extinct",3
"123","95412",95412,"txn","","family","Lumkuiidae",NA,95412,"family","Lumkuiidae",67452,"",23378,"extinct",2
"124","95413",95413,"txn","","genus","Lumkuia",NA,95413,"genus","Lumkuia",95412,"",23378,"extinct",2
"125","95414",95414,"txn","","species","Lumkuia fuzzi",NA,95414,"species","Lumkuia fuzzi",95413,"",23378,"extinct",1
"126","371753",371753,"txn","","family","Probainognathidae",NA,371753,"family","Probainognathidae",67452,"",65957,"extinct",2
"127","371751",371751,"txn","","genus","Bonacynodon",NA,371751,"genus","Bonacynodon",371753,"",65957,"extinct",2
"128","371752",371752,"txn","","species","Bonacynodon schultzi",NA,371752,"species","Bonacynodon schultzi",371751,"",65957,"extinct",1
"129","NF5",NA,"txn","","family","",NA,NA,"","",NA,"67452",NA,"",24
"130","172562",172562,"txn","","genus","Aleodon",NA,172562,"genus","Aleodon",67452,"NF5",35221,"extinct",11
"131","177680",177680,"txn","","species","Aleodon brachyrhamphus",NA,177680,"species","Aleodon brachyrhamphus",172562,"",35221,"extinct",1
"132","371893",371893,"txn","","species","Aleodon cromptoni",NA,371893,"species","Aleodon cromptoni",172562,"",66013,"extinct",4
"133","67453",67453,"txn","","genus","Ecteninion",NA,67453,"genus","Ecteninion",67452,"NF5",14323,"extinct",2
"134","67454",67454,"txn","","species","Ecteninion lunensis",NA,67454,"species","Ecteninion lunensis",67453,"",14323,"extinct",1
"135","39225",39225,"txn","","genus","Probainognathus",NA,39225,"genus","Probainognathus",67452,"NF5",17304,"extinct",5
"136","80895",80895,"txn","","species","Probainognathus jenseni",NA,80895,"species","Probainognathus jenseni",39225,"",17304,"extinct",2
"137","391796",391796,"txn","","genus","Pseudotherium",NA,391796,"genus","Pseudotherium",67452,"NF5",69712,"extinct",2
"138","391797",391797,"txn","","species","Pseudotherium argentinus",NA,391797,"species","Pseudotherium argentinus",391796,"",69712,"extinct",1
"139","371748",371748,"txn","","genus","Santacruzgnathus",NA,371748,"genus","Santacruzgnathus",67452,"NF5",65957,"extinct",2
"140","371749",371749,"txn","","species","Santacruzgnathus abdalai",NA,371749,"species","Santacruzgnathus abdalai",371748,"",65957,"extinct",1
"141","462268",462268,"txn","","genus","Tessellatia",NA,462268,"genus","Tessellatia",67452,"NF5",82807,"extinct",2
"142","462269",462269,"txn","","species","Tessellatia bonapartei",NA,462269,"species","Tessellatia bonapartei",462268,"",82807,"extinct",1
"143","39219",39219,"txn","","superfamily","Chiniquodontoidea",NA,39219,"superfamily","Chiniquodontoidea",39183,"",4783,"",1
"144","177567",177567,"txn","","family","Cistecynodontidae",NA,177567,"family","Cistecynodontidae",39183,"",35201,"extinct",2
"145","177568",177568,"txn","","genus","Cistecynodon",NA,177568,"genus","Cistecynodon",177567,"",35201,"extinct",2
"146","394278",394278,"txn","","species","Cistecynodon parvus",NA,394278,"species","Cistecynodon parvus",177568,"",70009,"extinct",1
"147","95366",95366,"txn","","family","Dromatheriidae",NA,95366,"family","Dromatheriidae",39183,"",23344,"extinct",19
"148","371889",371889,"txn","","genus","Polonodon",NA,371889,"genus","Polonodon",95366,"",66011,"extinct",2
"149","371890",371890,"txn","","species","Polonodon wozniekiensis",NA,371890,"species","Polonodon wozniekiensis",371889,"",66011,"extinct",1
"150","39227",39227,"txn","","genus","Pseudotriconodon",NA,39227,"genus","Pseudotriconodon",95366,"",37040,"extinct",8
"151","377331",377331,"txn","","species","Pseudotriconodon chatterjeei",NA,377331,"species","Pseudotriconodon chatterjeei",39227,"",66948,"extinct",1
"152","194991",194991,"txn","","species","Pseudotriconodon wildi",NA,194991,"species","Pseudotriconodon wildi",39227,"",37040,"extinct",2
"153","191810",191810,"txn","","genus","Rewaconodon",NA,191810,"genus","Rewaconodon",95366,"",36672,"extinct",6
"154","191811",191811,"txn","","species","Rewaconodon tikiensis",NA,191811,"species","Rewaconodon tikiensis",191810,"",36672,"extinct",3
"155","403825",403825,"txn","","family","Ecteniniidae",NA,403825,"family","Ecteniniidae",39183,"",71465,"extinct",2
"156","403826",403826,"txn","","genus","Diegocanis",NA,403826,"genus","Diegocanis",403825,"",71465,"extinct",2
"157","403827",403827,"txn","","species","Diegocanis elegans",NA,403827,"species","Diegocanis elegans",403826,"",71465,"extinct",1
"158","NF6",NA,"txn","","family","",NA,NA,"","",NA,"39183",NA,"",12
"159","202123",202123,"txn","","genus","Candelariodon",NA,202123,"genus","Candelariodon",39183,"NF6",37898,"extinct",2
"160","202125",202125,"txn","","species","Candelariodon barberenai",NA,202125,"species","Candelariodon barberenai",202123,"",37898,"extinct",1
"161","428343",428343,"txn","","genus","Kataigidodon",NA,428343,"genus","Kataigidodon",39183,"NF6",74286,"extinct",2
"162","428344",428344,"txn","","species","Kataigidodon venetus",NA,428344,"species","Kataigidodon venetus",428343,"",74286,"extinct",1
"163","39224",39224,"txn","","genus","Microconodon",NA,39224,"genus","Microconodon",39183,"NF6",34184,"extinct",5
"164","172468",172468,"txn","","species","Microconodon tenuirostris",NA,172468,"species","Microconodon tenuirostris",39224,"",34184,"extinct",2
"165","171975",171975,"txn","","genus","Trucidocynodon",NA,171975,"genus","Trucidocynodon",39183,"NF6",34027,"extinct",3
"166","171976",171976,"txn","","species","Trucidocynodon riograndensis",NA,171976,"species","Trucidocynodon riograndensis",171975,"",34027,"extinct",1
"167","39169",39169,"txn","","infraorder","Procynosuchia",NA,39169,"infraorder","Procynosuchia",67366,"",4783,"",53
"168","263849",263849,"txn","","unranked clade","Galesauria",NA,263849,"unranked clade","Galesauria",39169,"",45889,"extinct",53
"169","NF7",NA,"txn","","family","",NA,NA,"","",NA,"263849",NA,"",53
"170","39177",39177,"txn","","genus","Galesaurus",NA,39177,"genus","Galesaurus",263849,"NF7",19593,"extinct",17
"171","56872",56872,"txn","","species","Galesaurus planiceps",NA,56872,"species","Galesaurus planiceps",39177,"",19593,"extinct",8
"172","39179",39179,"txn","","genus","Thrinaxodon",NA,39179,"genus","Thrinaxodon",263849,"NF7",29628,"extinct",36
"173","144734",144734,"txn","","species","Thrinaxodon liorhinus",NA,144734,"species","Thrinaxodon liorhinus",39179,"",29628,"extinct",18
"174","39175",39175,"txn","","family","Galesauridae",NA,39175,"family","Galesauridae",67366,"",4783,"extinct",24
"175","177658",177658,"txn","","genus","Bolotridon",NA,177658,"genus","Bolotridon",39175,"",35218,"extinct",2
"176","177656",177659,"txn","","species","Bolotridon frerensis",NA,177656,"species","Bolotridon frerensis",177658,"",35217,"extinct",1
"177","39178",39178,"txn","","genus","Cynosaurus",NA,39178,"genus","Cynosaurus",39175,"",60461,"extinct",9
"178","56827",343365,"txn","","species","Cynosaurus suppostus",NA,56827,"species","Cynosaurus suppostus",39178,"",29040,"extinct",4
"179","260286",260286,"txn","","genus","Nanictosaurus",NA,260286,"genus","Nanictosaurus",39175,"",27202,"extinct",6
"180","343373",343373,"txn","","species","Nanictosaurus kitchingi",NA,343373,"species","Nanictosaurus kitchingi",260286,"",35219,"extinct",3
"181","171915",171915,"txn","","genus","Progalesaurus",NA,171915,"genus","Progalesaurus",39175,"",34016,"extinct",2
"182","171916",171916,"txn","","species","Progalesaurus lootbergensis",NA,171916,"species","Progalesaurus lootbergensis",171915,"",34016,"extinct",1
"183","270222",270222,"txn","","genus","Sysphinctostoma",NA,270222,"genus","Sysphinctostoma",39175,"",47069,"extinct",4
"184","343189",343189,"txn","","species","Sysphinctostoma gracilis",NA,343189,"species","Sysphinctostoma gracilis",270222,"",59469,"extinct",1
"185","270223",270223,"txn","","species","Sysphinctostoma smithi",NA,270223,"species","Sysphinctostoma smithi",270222,"",47069,"extinct",1
"186","NF8",NA,"txn","","family","",NA,NA,"","",NA,"67366",NA,"",6
"187","39181",39181,"txn","","genus","Platycraniellus",NA,39181,"genus","Platycraniellus",67366,"NF8",4783,"extinct",4
"188","171918",171919,"txn","","species","Platycraniellus elegans",NA,171918,"species","Platycraniellus elegans",39181,"",34017,"extinct",2
"189","391800",391800,"txn","","genus","Vetusodon",NA,391800,"genus","Vetusodon",67366,"NF8",69714,"extinct",2
"190","391801",391801,"txn","","species","Vetusodon elikhulu",NA,391801,"species","Vetusodon elikhulu",391800,"",69714,"extinct",1
"191","67455",67455,"txn","","unranked clade","Mammaliamorpha",NA,67455,"unranked clade","Mammaliamorpha",39168,"",18704,"extant",5560
"192","263848",263848,"txn","","unranked clade","Brasilodontia",NA,263848,"unranked clade","Brasilodontia",67455,"",45889,"extinct",16
"193","172349",172349,"txn","","family","Brasilodontidae",NA,172349,"family","Brasilodontidae",263848,"",34120,"extinct",16
"194","174539",174539,"txn","","genus","Brasilitherium",NA,174539,"genus","Brasilitherium",172349,"",34673,"extinct",6
"195","174540",174540,"txn","","species","Brasilitherium riograndensis",NA,174540,"species","Brasilitherium riograndensis",174539,"",34673,"extinct",3
"196","174537",174537,"txn","","genus","Brasilodon",NA,174537,"genus","Brasilodon",172349,"",34673,"extinct",2
"197","174538",174538,"txn","","species","Brasilodon quadrangularis",NA,174538,"species","Brasilodon quadrangularis",174537,"",34673,"extinct",1
"198","180410",180410,"txn","","genus","Minicynodon",NA,180410,"genus","Minicynodon",172349,"",35593,"extinct",2
"199","180411",180411,"txn","","species","Minicynodon maieri",NA,180411,"species","Minicynodon maieri",180410,"",35593,"extinct",1
"200","251622",251622,"txn","","genus","Panchetocynodon",NA,251622,"genus","Panchetocynodon",172349,"",43682,"extinct",2
"201","251623",251623,"txn","","species","Panchetocynodon damodarensis",NA,251623,"species","Panchetocynodon damodarensis",251622,"",43682,"extinct",1
"202","162284",162284,"txn","","genus","Protheriodon",NA,162284,"genus","Protheriodon",172349,"",31828,"extinct",2
"203","162286",162286,"txn","","species","Protheriodon estudianti",NA,162286,"species","Protheriodon estudianti",162284,"",31828,"extinct",1
"204","67456",67456,"txn","","unranked clade","Mammaliaformes",NA,67456,"unranked clade","Mammaliaformes",67455,"",18704,"extant",5499
"205","247695",247695,"txn","","unranked clade","Amphilestheria",NA,247695,"unranked clade","Amphilestheria",67456,"",43060,"extinct",2
"206","NF9",NA,"txn","","family","",NA,NA,"","",NA,"247695",NA,"",2
"207","247694",247694,"txn","","genus","Condorodon",NA,247694,"genus","Condorodon",247695,"NF9",43060,"extinct",2
"208","247696",247696,"txn","","species","Condorodon spanios",NA,247696,"species","Condorodon spanios",247694,"",43060,"extinct",1
"209","208917",320100,"txn","","unranked clade","Haramiyida",NA,208917,"unranked clade","Haramiyida",67456,"",55235,"extinct",63
"210","39856",39856,"txn","","suborder","Haramiyoidea",NA,39856,"suborder","Haramiyoidea",208917,"",39393,"extinct",57
"211","208920",208920,"txn","","family","Haramiyaviidae",NA,208920,"family","Haramiyaviidae",39856,"",45915,"extinct",2
"212","178262",178262,"txn","","genus","Haramiyavia",NA,178262,"genus","Haramiyavia",208920,"",35289,"extinct",2
"213","178263",178263,"txn","","species","Haramiyavia clemmenseni",NA,178263,"species","Haramiyavia clemmenseni",178262,"",35289,"extinct",1
"214","39857",39857,"txn","","family","Haramiyidae",NA,39857,"family","Haramiyidae",39856,"",7584,"extinct",55
"215","146452",146452,"txn","","genus","Hypsiprymnopsis",NA,146452,"genus","Hypsiprymnopsis",39857,"",29872,"extinct",2
"216","146453",146453,"txn","","species","Hypsiprymnopsis rhaeticus",NA,146453,"species","Hypsiprymnopsis rhaeticus",146452,"",29872,"extinct",1
"217","39859",39859,"txn","","genus","Thomasia",NA,39859,"genus","Thomasia",39857,"",7584,"extinct",47
"218","207498",204239,"txn","","species","Thomasia antiqua",NA,207498,"species","Thomasia antiqua",39859,"",43997,"extinct",11
"219","208925",208925,"txn","","species","Thomasia hahni",NA,208925,"species","Thomasia hahni",39859,"",42322,"extinct",1
"220","204237",208923,"txn","","species","Thomasia moorei",NA,204237,"species","Thomasia moorei",39859,"",29873,"extinct",5
"221","208926",208926,"txn","","species","Thomasia woutersi",NA,208926,"species","Thomasia woutersi",39859,"",42322,"extinct",3
"222","NF10",NA,"txn","","family","",NA,NA,"","",NA,"208917",NA,"",4
"223","208944",208944,"txn","","genus","Mojo",NA,208944,"genus","Mojo",208917,"NF10",14365,"extinct",2
"224","208945",208945,"txn","","species","Mojo usuratus",NA,208945,"species","Mojo usuratus",208944,"",14365,"extinct",1
"225","65491",65491,"txn","","genus","Theroteinus",NA,65491,"genus","Theroteinus",208917,"NF10",13248,"extinct",2
"226","65492",65492,"txn","","species","Theroteinus nikolai",NA,65492,"species","Theroteinus nikolai",65491,"",13248,"extinct",1
"227","36651",36651,"txn","","class","Mammalia",NA,36651,"class","Mammalia",67456,"",12782,"extant",5217
"228","39778",364545,"txn","","unranked clade","Allotheria",NA,39778,"unranked clade","Allotheria",36651,"",19266,"extinct",2028
"229","308732",308732,"txn","","unranked clade","Euharamiyida",NA,308732,"unranked clade","Euharamiyida",39778,"",53306,"extinct",49
"230","364544",364544,"txn","","family","Arboroharamiyidae",NA,364544,"family","Arboroharamiyidae",308732,"",64176,"extinct",4
